Source,Filename,Bedreiging,Categorie,Citaat,Topic,TopicName
knmi,52,Er is een gebrek aan multidisciplinaire onderzoek naar toerisme en klimaatverandering.,Ecologisch,"Multidisciplinary research is needed that considers tourism trends, including climate change",44,Toerisme Klimaatverandering
knmi,52,Klimaatverandering beïnvloedt toerisme in kustgebieden.,Ecologisch,"The impact of climate change on tourism in Germany, the UK and Ireland: A simulation study.",44,Toerisme Klimaatverandering
knmi,52,Verlies van biodiversiteit door veranderingen in het kusttoerisme.,Ecologisch,The biodiversity implications of changes in coastal tourism due to climate change.,6,Biodiversiteitsverlies
knmi,52,Toeristenpercepties van zomerweer in Scandinavië zijn negatief beïnvloed.,Sociaal & Maatschappelijk,Tourist perceptions of summer weather in Scandinavia.,44,Toerisme Klimaatverandering
knmi,52,Toerisme wordt beïnvloed door onzekerheden in het voorspellen van toeristenstromen.,Economisch,Uncertainties in predicting tourist flows under scenarios of climate change.,44,Toerisme Klimaatverandering
knmi,52,De groei van toerisme en klimaatbeleid zijn moeilijk te verzoenen.,Geopolitiek & militair,Can tourism growth and climate policy be reconciled? A mitigation perspective.,44,Toerisme Klimaatverandering
knmi,52,De vraag naar toerisme verandert door klimaatverandering.,Sociaal & Maatschappelijk,Consumer behaviour and demand response of tourists to climate change.,44,Toerisme Klimaatverandering
knmi,52,De economische gevolgen van klimaatverandering zijn significant voor toerisme in Europa.,Economisch,Physical and economic consequences of climate change in Europe.,44,Toerisme Klimaatverandering
knmi,52,De mobiliteit van de wereldbevolking in toerisme wordt beïnvloed door emissiegroei.,Technologisch & digitaal,The future tourism mobility of the world population: Emission growth versus climate policy.,44,Toerisme Klimaatverandering
knmi,52,De impact van klimaatverandering op wintersport in Ontario.,Ecologisch,Climate change and downhill skiing in Ontario.,44,Toerisme Klimaatverandering
knmi,52,De toekomst van toerisme is onzeker door klimaatverandering.,Sociaal & Maatschappelijk,Challenges of tourism in a low-carbon economy.,44,Toerisme Klimaatverandering
knmi,52,Versnelde zeespiegelstijging.,Ecologisch,accelerated sea-level rise,13,Zeespiegelstijging
knmi,52,Toenemende stormintensiteit.,Ecologisch,increasing storm intensities,19,Extreme Neerslag
knmi,52,Hogere opzet van stormvloeden.,Ecologisch,higher set-up of storm surges,13,Zeespiegelstijging
knmi,52,Groeiende golfenergie.,Ecologisch,growing wave energy,8,Noord-Atlantische Oscillatie
knmi,52,Morphologische veranderingen aan de kust.,Ecologisch,morphological changes,13,Zeespiegelstijging
knmi,52,Effectiviteit van bestaande kustbeschermingsstrategieën.,Sociaal & Maatschappelijk,effectiveness of existing coastal protection strategies,13,Zeespiegelstijging
knmi,52,Noodzaak om alternatieve strategieën voor kustbescherming te onderzoeken.,Sociaal & Maatschappelijk,examine alternative strategies for coastal protection,13,Zeespiegelstijging
knmi,52,Onzekerheid over toekomstige klimaatveranderingen.,Ecologisch,undeterminable climate change impacts,1,Onzekerheid
knmi,52,Versnelling van de zeespiegelstijging (SLR) door klimaatverandering.,Ecologisch,Accelerated SLR will also be accompanied by morphodynamic responses in sedimentary coastal areas which may be unfavourable to coastal protection.,13,Zeespiegelstijging
knmi,52,Verhoogde stormintensiteit door klimaatverandering.,Ecologisch,Climate change will also lead to increasing storm intensities which will—particularly in the shallower parts of the North Sea—cause higher set-ups of storm surges.,19,Extreme Neerslag
knmi,52,Verhoogde belasting op kustbeschermingsstructuren door hogere golfbelastingen.,Ecologisch,Any increase in local water depth would be accompanied by correspondingly higher wave loads on coastal structures or on dunes and cliffs.,13,Zeespiegelstijging
knmi,52,Erosie van kustgebieden door zeespiegelstijging.,Ecologisch,"The result is erosion of coastal stretches in the vicinity of the tidal inlets, leading to stronger coastal retreat than would occur through shoreface adaption to SLR alone.",34,Kusterosie
knmi,52,Afname van sedimentvolume in eb-delta's door zeespiegelstijging.,Ecologisch,The volume of ebb-deltas will also decline as they will act as the initial source for meeting the increased sediment demand of the basins.,34,Kusterosie
knmi,52,Beperkte groei van zoutmoerassen door zeespiegelstijging.,Ecologisch,Salt marshes also have a limited capability to grow with sea level: above a certain threshold in the rate of SLR they will no longer keep pace.,34,Kusterosie
knmi,52,Onzekerheid over toekomstige klimaatveranderingseffecten.,Ecologisch,"There are no reliable forecasts for future climate change impacts, only wide-ranging scenarios.",1,Onzekerheid
knmi,52,Verhoogde belasting op kuststructuren door hogere waterdiepten.,Ecologisch,"Since in areas like the Wadden Sea coasts in the southern North Sea, wave heights and periods on tidal flats are strongly depth-controlled.",13,Zeespiegelstijging
knmi,52,Klimaatverandering heeft invloed op kustprocessen.,Ecologisch,The impacts of climate change on coastal processes may require a higher level of adaptation there than at other locations.,13,Zeespiegelstijging
knmi,52,Onbetrouwbare evaluaties van beschermingsstrategieën.,Technologisch & digitaal,Recent investigations have shown that simple conceptual evaluations by graphical schemalizations and purely qualitative discussion... are unreliable and sometimes even misleading.,31,Beleidkwaliteit
knmi,52,Hogere kapitaalkosten voor kustbescherming.,Economisch,Potential improvements in ecological quality by applying alternative strategies should be balanced against the higher capital costs for coastal protection in respect of societal demands.,13,Zeespiegelstijging
knmi,52,Onzekerheid over de effectiviteit van beschermingsstrategieën.,Gezondheid,The emphasized equivalence of safety against flooding of the hinterland achieved by the protection strategy applied beforehand is only an assumption.,17,Effectiviteit
knmi,52,Noodzaak voor meer geavanceerde aanpassing aan klimaatverandering.,Geopolitiek & militair,The need for more advanced adaptation to climate change led to the establishment of the second Deltacommissie (2008).,43,Klimaatbeleid
knmi,52,Verhoogde hydrodynamische belasting op kuststructuren.,Ecologisch,Investigations of clay quality in the cover layer of existing dykes as a basis for introduction of increasing overtopping tolerance in future design procedures to balance—at least partly—higher hydrodynamic loads are a major component of this research programme.,13,Zeespiegelstijging
knmi,52,Vereiste aanpassing van veiligheidsniveaus voor kustgebieden.,Sociaal & Maatschappelijk,It is expected that the safety levels incorporating the projected SLR until 2050 will require maintenance nourishments thereafter.,13,Zeespiegelstijging
knmi,52,Onvoldoende kennis over morfologische effecten door klimaatverandering.,Ecologisch,Of even greater importance is the identification and quantification of morphological effects due to climate change impacts in the dynamic East Frisian barrier islands region.,1,Onzekerheid
knmi,52,Verhoogde stormvloeden door hogere wind snelheden.,Ecologisch,An increase in the set-up of severe storm surges of 0–0.1 m by 2050 and 0–0.3 m by 2100 is also assumed due to higher wind velocities resulting also in higher and longer waves.,13,Zeespiegelstijging
knmi,52,Onvoldoende veiligheidsnormen voor kustbescherming.,Geopolitiek & militair,The safety levels of hydrodynamic loads are the criteria used for dimensioning coastal protection structures to ensure their effectiveness in protecting against flooding due to storm surges.,1,Onzekerheid
knmi,52,Economische implicaties van klimaatverandering voor verschillende sectoren.,Economisch,...included an assessment of the economic implications of climate change for different sectors...,44,Toerisme Klimaatverandering
knmi,52,Onzekerheid over de effectiviteit van veiligheidsmarges.,Geopolitiek & militair,...the safety of the protected areas depends on the aggregated safety margins and safety levels...,17,Effectiviteit
knmi,52,Veranderende golfklimaat door klimaatverandering.,Ecologisch,Information on the changing wave climate is provided by comparing actual conditions with scenarios for the period 2071–2100.,8,Noord-Atlantische Oscillatie
knmi,52,Verschillende methoden voor het evalueren van ontwerpniveaus.,Technologisch & digitaal,"In Germany, the four federal states use three different methods for evaluating design water levels on the North Sea coast and adjacent estuaries.",31,Beleidkwaliteit
knmi,52,Verhoogde kans op overstromingen door stijgende zeespiegel.,Geopolitiek & militair,a yearly exceedance probability of 2.5 × 10[−][4],13,Zeespiegelstijging
knmi,52,Onvoldoende aanpassing van kustbeschermingsstructuren aan klimaatverandering.,Ecologisch,the—at least partial—adaption of tidal flats to an accelerated SLR is neglected,1,Onzekerheid
knmi,52,Verlies van delen van het huidige kustsysteem door klimaatverandering.,Ecologisch,the possibility that parts of the present coastal system could even disappear,34,Kusterosie
knmi,52,Onzekerheid over toekomstige hydrodynamische belasting door klimaatverandering.,Ecologisch,this lack of understanding about future morphological changes not only increases the uncertainties about future hydrodynamic loads,1,Onzekerheid
knmi,52,Erosie van zandige omgevingen zonder adequate voorzorgsmaatregelen.,Ecologisch,structural erosion in sandy environments is typically compensated by artificial nourishments,34,Kusterosie
knmi,52,Verhoogde erosie door hogere golfenergie door klimaatverandering.,Ecologisch,increased longshore transport due to anticipated higher wave energy,13,Zeespiegelstijging
knmi,52,Onvoldoende risicobeoordeling van overstromingen in Nederland.,Gezondheid,this new approach may lead to very different assessments of flood safety,1,Onzekerheid
knmi,52,Verhoogde stormvloeden door klimaatverandering.,Ecologisch,storm surges with higher tidal peaks than considered for the design storm surge,13,Zeespiegelstijging
knmi,52,Verlies van leven door overstromingen.,Gezondheid,a yearly probability of 10[−][5] as an upper limit for the loss of life due to flooding,34,Kusterosie
knmi,52,Structurele erosie aan de Vlaamse kust.,Ecologisch,"Structural erosion on the Flemish coast is counteracted by shoreface, beach and dune nourishments in order to reduce flood risk.",34,Kusterosie
knmi,52,Verhoogde vraag naar voeding door versnelde zeespiegelstijging (SLR).,Ecologisch,increased demand for nourishments due to accelerated SLR and secondary effects,13,Zeespiegelstijging
knmi,52,Onvoldoende gevoede volumes om de veiligheidsdoelen te bereiken.,Ecologisch,the presently nourished volume is still insufficient to meet the aims,37,Beveiliging
knmi,52,Verlies van sedimenten uit de Westerschelde en de getijdenbekkens van de Waddenzee.,Ecologisch,the demand for sediments from the Western Scheldt estuary and the tidal basins of the Wadden Sea,34,Kusterosie
knmi,52,Verhoogde sedimentbudgetten nodig om SLR te compenseren.,Ecologisch,sediment budgets may need to increase to 85 million m[3] year[−][1] by 2050,13,Zeespiegelstijging
knmi,52,Variabele en inconsistente reacties op kuststabilisatie in het VK.,Ecologisch,"Historically, responses to coastal stabilisation were piecemeal and highly variable.",1,Onzekerheid
knmi,52,Hoge risico's van erosie of overstroming in bepaalde kustgebieden.,Ecologisch,those areas that present high risk of erosion or flooding,13,Zeespiegelstijging
knmi,52,Verschillen in monitoringprogramma's tussen Noordzeelanden.,Ecologisch,"the approaches used vary widely, particularly in terms of spatial distribution and sampling frequency.",2,Temperatuurverandering
knmi,52,Onvoldoende gestructureerde monitoringprogramma's voor het detecteren van klimaatveranderingseffecten.,Ecologisch,it is important to keep the national monitoring programmes under review in respect of their suitability to deliver basic information for detecting climate change impacts relevant for coastal protection.,43,Klimaatbeleid
knmi,52,Versnelde zeespiegelstijging en toenemende stormvloeden.,Ecologisch,"detecting effects of climate change impacts such as accelerated SLR, increased set-up of storm surges",13,Zeespiegelstijging
knmi,52,Onzekerheid over klimaatveranderingseffecten.,Ecologisch,large uncertainties due to the lack of basic knowledge needed for targeted cost-effective planning for coastal protection measures,1,Onzekerheid
knmi,52,Risico op overstromingen door zwakke punten in de bescherminglijn.,Ecologisch,95 % of flooding is expected,13,Zeespiegelstijging
knmi,52,Verhoogd risico op achterlandoverstroming door verminderde afvoercapaciteit.,Ecologisch,may also increase the risk of hinterland inundation due to reduced drainage capacity,13,Zeespiegelstijging
knmi,52,Verlies van landbouwproductie door overstromingen.,Economisch,preventing loss of agricultural production,34,Kusterosie
knmi,52,Beperkte financiering voor kustbescherming.,Economisch,due to a lack of funding is limited to a retreat of 3.2 m,13,Zeespiegelstijging
knmi,52,Beperkte effectiviteit van bestaande dijken als tweede beschermingslijn.,Ecologisch,the effectiveness of the second dyke line is often very limited,13,Zeespiegelstijging
knmi,52,Verlies van infrastructuur door stormvloeden.,Sociaal & Maatschappelijk,enormous efforts would be required to keep infrastructure between the protected areas operational after storm surge flooding,34,Kusterosie
knmi,52,Hogere hydrodynamische belasting door verplaatsing van de bescherminglijn.,Ecologisch,higher hydrodynamic loads than occur at the corresponding outer protection line,13,Zeespiegelstijging
knmi,52,Verhoogde kosten voor nieuwe dijken.,Economisch,extra investment costs exceeding the current yearly budgets for coastal protection 120-fold for new dykes,13,Zeespiegelstijging
knmi,52,Onvoldoende veiligheid door gecombineerde beschermingsstructuren.,Ecologisch,the safety achieved by such a scheme is less than that achieved by a conventional dyke,37,Beveiliging
knmi,52,Stijgende zeespiegel (SLR) van 1.0 m.,Ecologisch,further studies have been undertaken for a SLR of 1.0 m,13,Zeespiegelstijging
knmi,52,Verhoogde stormvloei van 0.5 m.,Ecologisch,an additional increase in storm surge set-up of 0.5 m,13,Zeespiegelstijging
knmi,52,Hogere en langere golven in de Ems-Dollard estuarium.,Ecologisch,consistently higher and longer waves in the area of the Ems-Dollard estuary,13,Zeespiegelstijging
knmi,52,Schade aan bevolkte gebieden door overtopping van dijken.,Ecologisch,overtopping volumes of this magnitude would probably cause severe damage in populated areas,34,Kusterosie
knmi,52,Onvoldoende kennis over klimaatverandering en morfodynamische processen.,Ecologisch,the lack of understanding about climate change impacts on morphodynamic processes hampers the development of a resilient adaptation strategy,1,Onzekerheid
knmi,52,Kosten van het verbeteren van dijken geschat op EUR 6.5 miljard.,Economisch,The costs of improving the structure of all existing dykes is estimated at about EUR 6.5 billion,13,Zeespiegelstijging
knmi,52,Aanvullende kosten van EUR 5 miljard voor aanpassing aan SLR van 0.5 m.,Economisch,An additional EUR 5 billion would be required for adaptation to a SLR of 0.5 m,13,Zeespiegelstijging
knmi,52,Verlies van mensenlevens door falen van beschermingsstructuren.,Gezondheid,"the probability of the loss of human life: prevention of flooding by keeping, strengthening and safeguarding the protection line remains the basis",34,Kusterosie
knmi,52,Verlies van vitale infrastructuur tijdens een overstroming.,Sociaal & Maatschappelijk,making sure that vital infrastructure is still functional in the event of a flood,34,Kusterosie
knmi,52,Verhoogde kosten voor kustbescherming door klimaatverandering.,Economisch,"the costs involved in improving protection structures to meet future safety levels, including those associated with climate change effects",13,Zeespiegelstijging
knmi,52,Noodzaak voor gedetailleerde evacuatieplannen.,Sociaal & Maatschappelijk,disaster control through detailed evacuation plans,24,Defensie-uitgaven
knmi,52,Verlies van investeringen in beschermde gebieden door onvoldoende kustbescherming.,Economisch,protecting around EUR 1800 billion of invested capital in the protected area,34,Kusterosie
knmi,52,Onvoldoende inspecties van dijken om zwakke plekken te detecteren.,Geopolitiek & militair,more thorough dyke inspections for detecting weak spots,1,Onzekerheid
knmi,52,Onvoldoende bescherming tegen overstromingen door klimaatverandering.,Ecologisch,coastal areas vulnerable to flooding from storm surges,1,Onzekerheid
knmi,52,Verlies van sedimenten voor kustversterking.,Ecologisch,knowledge gaps concerning the long-term availability of sediments needed for nourishments,34,Kusterosie
knmi,52,Onzekerheid over de effecten van klimaatverandering op kustgebieden.,Ecologisch,Climate change studies are based on scenarios rather than forecasts and this generates uncertainties,1,Onzekerheid
knmi,52,Hogere budgetten nodig voor onderzoek naar kustengineering.,Economisch,Mitigating the morphodynamic changes due to climate change impacts will create high budget demands,13,Zeespiegelstijging
knmi,52,Verlies van kennis over hydrodynamische en morfodynamische veranderingen.,Technologisch & digitaal,Filling the enormous knowledge gaps that still remain will be a challenge for coastal engineering in the future,1,Onzekerheid
knmi,52,Behoefte aan coördinatie tussen landen voor kennisuitwisseling.,Sociaal & Maatschappelijk,Cooperation at a European scale would not only improve the exchange of knowledge,24,Defensie-uitgaven
knmi,52,Verlies van kustveiligheid door extreme weersomstandigheden.,Geopolitiek & militair,Designing a long-term flood risk management plan for the Scheldt estuary.,34,Kusterosie
knmi,52,Afhankelijkheid van externe bronnen voor kustbeheer.,Economisch,"Obtain permission from the license holder to duplicate, adapt or reproduce the material.",33,Meteorologische Afhankelijkheid
knmi,52,Impact van klimaatverandering op de volksgezondheid.,Gezondheid,UK Climate Change Risk Assessment: Government Report.,25,Luchtvervuiling
knmi,52,Klimaatverandering beïnvloedt de zeespiegelstijging.,Ecologisch,Strategies for adaption to sea-level rise.,13,Zeespiegelstijging
knmi,52,Veranderingen in het lokale golfklimaat door eb-delta migratie.,Ecologisch,Changing of local wave climate due to ebb delta migration.,27,Rivierafvoer
knmi,52,Verlies van kustbescherming door falen van dijken.,Geopolitiek & militair,Dike failure calculation model based on in situ tests.,34,Kusterosie
knmi,52,Onzekerheid over de effectiviteit van kustbeheerstrategieën.,Sociaal & Maatschappelijk,Realizing the benefits of shoreline management.,1,Onzekerheid
knmi,52,Verhoogde frequentie van stormvloeden door klimaatverandering.,Ecologisch,Modeling of design storm surges and design waves due to climate change impacts.,13,Zeespiegelstijging
knmi,52,Economische impact van aanpassingen aan de kustlijn.,Economisch,Different implementation scenarios for the large scale coastal policy of the Netherlands.,13,Zeespiegelstijging
knmi,52,Klimaatverandering beïnvloedt de randvoorwaarden voor kustbescherming.,Ecologisch,Effekte des Klimawandels auf Randbedingungen im Insel- und Küstenschutz -gegenwärtige und zu erwartende Trends-,13,Zeespiegelstijging
knmi,52,Toegenomen risico op overstromingen door klimaatverandering.,Geopolitiek & militair,Increased overtopping security of dykes: a potential for compensating future impacts of climate change.,13,Zeespiegelstijging
knmi,52,Verlies van kustgebieden door stijgende zeespiegel.,Ecologisch,Modeling the influence of changing storm patterns on the ability of a salt marsh to keep pace with sea-level rise.,34,Kusterosie
knmi,52,Onvoldoende kwaliteit van waterkeringen.,Sociaal & Maatschappelijk,Kwaliteit Waterkeringen,1,Onzekerheid
knmi,52,Veranderende stormpatronen beïnvloeden kustbescherming.,Ecologisch,Modeling the influence of changing storm patterns on the ability of a salt marsh to keep pace with sea-level rise.,13,Zeespiegelstijging
knmi,52,Risico op falen van dijken door extreme weersomstandigheden.,Geopolitiek & militair,Bemessung von Deichen gegen Einwirkungen aus Sturmfluten,13,Zeespiegelstijging
knmi,52,Verhoogd overstromingsrisico,Ecologisch,the associated increase in flood risk,19,Extreme Neerslag
knmi,52,Kustafslag,Ecologisch,coastal erosion,34,Kusterosie
knmi,52,Verlies van wetlands,Ecologisch,wetland loss,34,Kusterosie
knmi,52,Frequentere stormvloeden,Ecologisch,hazards arising from more frequent storm surges,13,Zeespiegelstijging
knmi,52,Onzekerheid over klimaatveranderingseffecten,Sociaal & Maatschappelijk,Uncertainty about the extent and timing of climate-driven impacts is a major underlying cause,1,Onzekerheid
knmi,52,Gebrek aan gecoördineerde mariene monitoring,Technologisch & digitaal,A dedicated coastal observation network is not yet in place in the North Sea region,30,Weerdata
knmi,52,De afhankelijkheid van de kustzone van land-ocean interactie.,Ecologisch,The coastal zone is considered a region in its own right because of its dependence on land-ocean interaction.,27,Rivierafvoer
knmi,52,De risico's van verlies van leven en investeringen door niet-naleving van beperkingen in de kustzone.,Gezondheid,non-respect of these limitations entails the risk of loss of life and investments.,13,Zeespiegelstijging
knmi,52,De verlies van waardevolle ecosysteemwaarden door ongepaste ontwikkeling.,Ecologisch,Inappropriate development entails the loss of precious ecosystem values.,6,Biodiversiteitsverlies
knmi,52,De afwezigheid van een specifieke autoriteit voor kustbeheer in Noordzeelanden.,Sociaal & Maatschappelijk,None of the North Sea countries has an authority dedicated specifically to coastal governance.,30,Weerdata
knmi,52,De gevolgen van klimaatverandering voor de Europese kustzones.,Ecologisch,climate change will have serious impacts in the European coastal zones.,13,Zeespiegelstijging
knmi,52,De toename van menselijke bevolkingsgroei en economische expansie.,Economisch,Other major drivers are related to human population growth and economic expansion.,18,Economische Daling
knmi,52,De verergering van bestaande veranderingen door klimaatverandering.,Ecologisch,climate change will exacerbate most of the adverse impacts of existing drivers of change.,15,Hittegolven
knmi,52,De druk op kustzones door toerisme en verstedelijking.,Sociaal & Maatschappelijk,increased tourism has led to urbanisation of highly dynamic natural zones.,13,Zeespiegelstijging
knmi,52,De risico's van kustsamentrekking door zeespiegelstijging.,Ecologisch,Coastal squeeze is strongly enhanced by sea-level rise and compromises the natural capability of coastal adaptation to climate change.,13,Zeespiegelstijging
knmi,52,De noodzaak voor aanpassing aan klimaatverandering in dichtbevolkte kustgebieden.,Gezondheid,adaptation measures should not be postponed in densely populated and industrial coastal zones.,43,Klimaatbeleid
knmi,52,De risico's van overstromingen door hogere zeespiegels en sterkere stormen.,Gezondheid,Higher sea levels and stronger storms with higher storm surges are expected.,13,Zeespiegelstijging
knmi,52,Verhoogde zeespiegel,Ecologisch,"Increased precipitation, altered precipitation patterns and higher sea levels",13,Zeespiegelstijging
knmi,52,Verlies van ecosysteemwaarden in de Waddenzee,Ecologisch,there are also concerns related to the loss of ecosystem values in the Wadden Sea,6,Biodiversiteitsverlies
knmi,52,Verhoogd risico op overstromingen in historische steden,Ecologisch,Major impacts expected are increased flood risk in the historic towns of the downstream section of the Rhine-Meuse delta,13,Zeespiegelstijging
knmi,52,Onvoldoende capaciteit van afvoersystemen,Ecologisch,the present capacity of discharge sluices and pumping stations will be insufficient to control inland water levels,19,Extreme Neerslag
knmi,52,Verlies van infrastructuur door zeespiegelstijging,Economisch,"the extensive and well-developed infrastructure of roads, bridges, and ferries... is likely to be adversely affected by sea-level rise",34,Kusterosie
knmi,52,Zoutwatervervuiling van polders,Ecologisch,shortage of fresh water to prevent salinisation of the polders,34,Kusterosie
knmi,52,Erosie van kusten en kliffen,Ecologisch,Climate change will exacerbate erosion and increase the instability of soft cliffs along the French Channel coast,34,Kusterosie
knmi,52,Onzekerheid over toekomstige veranderingen in zeespiegel en stormklimaat,Geopolitiek & militair,there is great uncertainty about the extent of future changes in sea level and the storm climate,1,Onzekerheid
knmi,52,Risico op schade aan wetlands en laaggelegen gebieden,Ecologisch,the potential danger to wetlands and low-lying areas and to regions with high damage potential,13,Zeespiegelstijging
knmi,52,Beperkte nationale strategie voor kustbeheer in Frankrijk,Sociaal & Maatschappelijk,France has no national coastal management strategy,13,Zeespiegelstijging
knmi,52,Verhoogde kans op overstromingen door zeespiegelstijging.,Ecologisch,Rising sea levels are expected to aggravate coastal erosion problems in southern Sweden and increase flood risk along the western and southern coasts.,13,Zeespiegelstijging
knmi,52,Verlies van intergetijdengebieden door kustafsluiting.,Ecologisch,Loss of intertidal areas (coastal squeeze) occurs mainly where hard defences are present.,34,Kusterosie
knmi,52,Afname van kusthabitat door erosie.,Ecologisch,"...causes loss of land, property and coastal habitat, particularly saltmarshes and mud flats, which are also bird feeding grounds.",34,Kusterosie
knmi,52,Onvoldoende uitgaven aan kustverdediging.,Economisch,Approximately one third of existing coastal defences could be destroyed if the level of expenditure on coastal defence does not keep pace with coastal erosion in the coming decades.,1,Onzekerheid
knmi,52,Verlies van erfgoed door klimaatverandering.,Sociaal & Maatschappelijk,"The National Heritage Protection Plan sets out how England’s landscapes, archaeological sites and historic buildings will be protected from the impacts of climate change.",6,Biodiversiteitsverlies
knmi,52,Verminderde effectiviteit van nationale systemen voor aanpassing aan klimaatverandering.,Sociaal & Maatschappelijk,"Several studies (EC 2011; IPCC 2012) have found that national systems play a crucial role in countries’ capacity to meet the challenges brought by the observed and projected trends in exposure, vulnerability, and weather and climate extremes.",1,Onzekerheid
knmi,52,Afhankelijkheid van lokale initiatieven voor aanpassing aan klimaatverandering.,Sociaal & Maatschappelijk,"In the UK, Sweden and Denmark, governmental steering of adaptation is more indirect, and operates through regulation and guidance.",43,Klimaatbeleid
knmi,52,Onzekerheid over de gevolgen van klimaatverandering.,Gezondheid,Uncertainty is a serious (perhaps the most serious) obstacle to raising public awareness and to getting climate adaptation high on the political agenda.,1,Onzekerheid
knmi,52,Lage maatschappelijke bewustwording van klimaatrisico's.,Sociaal & Maatschappelijk,"Due to the absence of recent coastal flood disasters in North Sea countries there is a risk of decreasing societal awareness and support for protection measures in specific, flood prone areas.",44,Toerisme Klimaatverandering
knmi,52,Conflict tussen socio-economische activiteiten en ecologische functies.,Geopolitiek & militair,there is often a fundamental conflict between protecting socio-economic activity and sustaining the ecological functioning of coastal zones in Europe under conditions of rising sea level.,6,Biodiversiteitsverlies
knmi,52,Onvoldoende integratie van risico's in besluitvormingsprocessen.,Economisch,risk assessment is hardly incorporated in decision-making processes at the local level and risk awareness of the public is poor.,31,Beleidkwaliteit
knmi,52,Beperkte toepassing van scenario's op lokaal niveau.,Technologisch & digitaal,there is limited application of exploratory scenarios at the local level and those applications involving local stakeholders are even rarer.,31,Beleidkwaliteit
knmi,52,Hoge kosten van klimaatadaptatie die niet door ontwikkelaars worden gedragen.,Economisch,the costs of reducing coastal risks are mainly supported by national or regional budgets in the North Sea countries and almost never by the developers or the owners of assets at risk.,41,Kosten
knmi,52,Onzekerheid over de impact van klimaatverandering.,Ecologisch,Uncertainty about the extent and timing of climate-driven impacts is a major obstacle to political and public mobilisation on the issue of climate adaptation.,1,Onzekerheid
knmi,52,Verlies van habitat door klimaatverandering.,Ecologisch,"climate change will enhance erosion and habitat loss that occur already, as a result of existing pressures related to use and development of the coastal zone.",6,Biodiversiteitsverlies
knmi,52,Overstroming door de zee als een belangrijke klimaatgerelateerde risico.,Ecologisch,the North Sea countries consider flooding by the sea and coastal erosion as major climate-related coastal risks.,13,Zeespiegelstijging
knmi,52,Beperkingen in toegang tot gegevens voor monitoring.,Technologisch & digitaal,"There are restrictions on access to data, and on use and re-use.",42,Beperkingen
knmi,52,Fragmentatie van standaarden en formaten in gegevensverzameling.,Technologisch & digitaal,"Fragmented standards, formats and nomenclature, lack of information on precision and accuracy, the pricing policy of some providers and insufficient temporal or spatial resolution are further barriers.",29,Gegevensintegriteit
knmi,52,Onvoldoende publieke betrokkenheid bij aanpassingsplannen.,Sociaal & Maatschappelijk,adaptation plans are subject to public consultation.,43,Klimaatbeleid
knmi,52,Afhankelijkheid van nationale en regionale overheden voor aanpassing.,Geopolitiek & militair,coastal adaptation is steered by national and regional programmes and plans.,17,Effectiviteit
knmi,52,Onzekerheid over toekomstige sociale en economische ontwikkelingen.,Economisch,uncertainties related to future social and economic developments.,17,Effectiviteit
knmi,52,Inadequate lange termijn investeringen voor klimaatadaptatie.,Economisch,no major public investments are being made with the sole purpose of long-term climate change adaptation.,43,Klimaatbeleid
knmi,52,Noodzaak voor flexibele maatregelen in klimaatadaptatie.,Ecologisch,There is an increasing preference for flexible measures with as much as possible a no-regret character.,43,Klimaatbeleid
knmi,52,Onvoldoende begrip van oceaan-atmosfeer dynamiek in de Noord-Atlantische regio.,Ecologisch,Better understanding of ocean-atmosphere dynamics in the North-Atlantic region is important to reduce the uncertainty in climate predictions for the North Sea region.,1,Onzekerheid
knmi,52,Moeilijkheid bij het identificeren van klimaatgerelateerde componenten in waargenomen veranderingen.,Ecologisch,The difficulty of identifying the climate-related component in observed changes of physical and biological parameters in the coastal zone is a critical obstacle to obtaining a widely shared understanding of the urgency of adaptation.,1,Onzekerheid
knmi,52,Afwezigheid van een toegewijd kustobservatienetwerk in de Noordzeeregio.,Ecologisch,A dedicated coastal observation network is not yet in place in the North Sea region.,30,Weerdata
knmi,52,Klimaatverandering beïnvloedt kustgebieden.,Ecologisch,Climate change and coastal vulnerability assessment: scenarios for integrated assessment.,13,Zeespiegelstijging
knmi,52,Zeewater stijgt door klimaatverandering.,Ecologisch,Potential implications of sea-level rise for Belgium.,13,Zeespiegelstijging
knmi,52,Onzekerheid in strategische besluitvorming door klimaatverandering.,Economisch,Long term planning – robust strategic decision making in the face of gross uncertainty.,1,Onzekerheid
knmi,52,Verminderde waterkwaliteit door klimaatverandering.,Ecologisch,Effects of climate change on coastal groundwater systems: A modeling study in the Netherlands.,27,Rivierafvoer
knmi,52,Verhoogde kwetsbaarheid van laaggelegen gebieden door zeespiegelstijging.,Geopolitiek & militair,Climate change and coastal management on Europe’s coast.,13,Zeespiegelstijging
knmi,52,Verlies van kustgebieden door erosie.,Ecologisch,Vulnerability of sandy coasts to climate variability.,34,Kusterosie
knmi,52,Verandering in ecosysteemdiensten door klimaatverandering.,Ecologisch,Impacts of climate change in coastal systems in Europe.,6,Biodiversiteitsverlies
knmi,52,Verandering in de atmosferische circulatie beïnvloedt het regionale klimaat.,Ecologisch,"The atmospheric circulation in the European/Atlantic sector, which also determines the regional climate of the North Sea region, can be described mainly by the North Atlantic Oscillation (NAO).",8,Noord-Atlantische Oscillatie
